mode,load,0_efficientnet_b6-8,1_densenet161-4,2_resnet152-8
mps-uncap,1.0,35.03155708312988,31.668663024902344,33.98942947387695
mig,1.0,35.2938175201416,32.27591514587402,37.5208854675293
