mode,load,0_efficientnet_b6-8,1_densenet161-4,2_resnet152-8
mps-uncap,1.0,17.916440963745117,17.646074295043945,19.230365753173828
mig,1.0,21.929264068603516,17.96579360961914,25.80738067626953
