mode,load,0_efficientnet_b6-8,1_densenet161-4,2_resnet152-8
mps-uncap,1.0,35.03108024597168,31.668424606323242,33.98919105529785
mig,1.0,35.2938175201416,32.27567672729492,37.5208854675293
