mode,load,0_efficientnet_b6-8,1_densenet161-4,2_resnet152-8
mps-uncap,1.0,23.890256881713867,21.329522132873535,22.088932991027832
mig,1.0,22.61185646057129,18.469929695129395,26.471757888793945
