mode,load,0_efficientnet_b6-8,1_densenet161-4,2_resnet152-8
mps-uncap,1.0,24.520397186279297,21.695220470428467,22.485933303833008
mig,1.0,23.186445236206055,18.949198722839355,27.177934646606445
