mode,load,0_efficientnet_b6-8,1_densenet161-4,2_resnet152-8
mps-uncap,1.0,24.520158767700195,21.694982051849365,22.485661506652832
mig,1.0,23.186206817626953,18.948960304260254,27.177705764770508
