mode,load,0_efficientnet_b6-8,1_densenet161-4,2_resnet152-8
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
