mode,load,0_resnet101-4,1_densenet201-2,2_mobilenet_v3_large-2
mps-uncap,1.0,8.896112442016602,20.63298225402832,4.931449890136719
mig,1.0,9.331226348876953,20.74265480041504,4.876852035522461
