mode,load,0_resnet101-4,1_densenet201-2,2_mobilenet_v3_large-2
mps-uncap,1.0,9.16290283203125,21.22211456298828,5.0506591796875
mig,1.0,9.499073028564453,21.219491958618164,5.001306533813477
