mode,load,0_resnet101-4,1_densenet201-2,2_mobilenet_v3_large-2
mps-uncap,1.0,9.720721244812012,22.108478546142578,5.310082435607911
mig,1.0,9.960613250732422,22.451608180999756,5.273985862731934
