mode,load,0_resnet101-4,1_densenet201-2,2_mobilenet_v3_large-2
mps-uncap,1.0,9.418320655822754,21.517586708068848,5.118846893310547
mig,1.0,9.62982177734375,21.5132474899292,5.075693130493164
