mode,load,0_densenet161-4,1_squeezenet1_0-4,2_vgg11-2
mps-uncap,0.8,16.43228530883789,1.6856193542480469,1.5037059783935547
mps-uncap,0.9,17.395496368408203,2.2361278533935547,1.8532276153564453
mps-uncap,1.0,17.444133758544922,1.7390251159667969,1.9388198852539062
mps-uncap,0.5,16.299009323120117,1.7175674438476562,1.5583038330078125
mps-uncap,0.6,16.773223876953125,1.7402172088623047,1.5718936920166016
mps-uncap,0.7,16.415834426879883,1.7077922821044922,1.5459060668945312
mps-uncap,0.1,16.51740074157715,1.802682876586914,1.567840576171875
mps-uncap,0.2,16.6933536529541,1.7654895782470703,1.5728473663330078
mps-uncap,0.3,16.38484001159668,1.710653305053711,1.5554428100585938
mps-uncap,0.4,16.34073257446289,1.733541488647461,1.5635490417480469
