mode,load,0_densenet161-4,1_squeezenet1_0-4,2_vgg11-2
mps-uncap,0.8,24.664998054504395,3.2701492309570312,2.8581619262695312
mps-uncap,0.9,20.378994941711426,3.959345817565918,2.9120445251464844
mps-uncap,1.0,20.45130729675293,3.973722457885742,2.9296875
mps-uncap,0.5,18.778324127197266,3.410077095031739,2.5048255920410156
mps-uncap,0.6,18.610000610351562,3.4461021423339844,2.6204586029052734
mps-uncap,0.7,18.80350112915039,3.654956817626953,2.7124881744384766
mps-uncap,0.1,29.433631896972656,4.042601585388184,2.3458957672119145
mps-uncap,0.2,28.298139572143555,4.039716720581056,2.2534608840942383
mps-uncap,0.3,19.978046417236328,3.9718389511108394,2.3223400115966792
mps-uncap,0.4,19.38767433166504,3.833770751953125,2.460479736328125
