mode,load,0_densenet161-4,1_squeezenet1_0-4,2_vgg11-2
mps-uncap,0.8,741.5570139884945,36.85944557189935,55.46011924743662
mps-uncap,0.9,419.7351861000062,7682.79268503189,2496.2731432914734
mps-uncap,1.0,2402.9292821884155,12829.612400531769,8896.452670097351
mps-uncap,0.5,72.972345352173,10.451824665069571,8.469724655151369
mps-uncap,0.6,72.9749798774719,16.265869140625,12.617027759552007
mps-uncap,0.7,122.54339218139643,27.76123285293577,21.6727042198181
mps-uncap,0.1,47.571337223052986,8.13084363937377,4.560356140136718
mps-uncap,0.2,45.0592589378357,10.86336135864258,5.323846340179423
mps-uncap,0.3,51.264715194702156,12.732367515563947,5.848836898803712
mps-uncap,0.4,57.04461574554444,11.940464973449696,7.4710845947265625
