mode,load,0_densenet161-4,1_squeezenet1_0-4,2_vgg11-2
mps-uncap,0.8,609.6651554107666,18.29094886779785,32.17315673828125
mps-uncap,0.9,258.63728523254395,6929.976725578308,2155.3786754608154
mps-uncap,1.0,2161.6804599761963,11487.704324722294,7884.81650352478
mps-uncap,0.5,40.288686752319336,6.378507614135747,4.81867790222168
mps-uncap,0.6,46.314215660095215,8.098363876342773,6.572723388671875
mps-uncap,0.7,66.33467674255374,13.503050804138184,10.337328910827635
mps-uncap,0.1,29.972982406616214,4.953789710998535,2.6679515838623047
mps-uncap,0.2,30.597877502441406,6.4780712127685565,3.2738685607910147
mps-uncap,0.3,32.532501220703125,7.289910316467285,3.741312026977539
mps-uncap,0.4,34.34348106384278,6.84962272644043,4.302263259887695
