mode,load,0_densenet201-2,1_inception_v3-8,2_mobilenet_v3_small-2
mps-uncap,0.8,12.093544006347656,4.793405532836914,2.304553985595703
mps-uncap,0.9,12.21919059753418,4.862308502197266,2.3429393768310547
mps-uncap,1.0,12.170553207397461,4.807233810424805,2.2733211517333984
mps-uncap,0.5,12.02392578125,4.842519760131836,2.3179054260253906
mps-uncap,0.6,12.094259262084961,4.812955856323242,2.296924591064453
mps-uncap,0.7,11.866092681884766,4.752874374389648,2.3026466369628906
mps-uncap,0.1,11.957645416259766,4.8656463623046875,2.2885799407958984
mps-uncap,0.2,11.955499649047852,4.872798919677734,2.262115478515625
mps-uncap,0.3,12.083292007446289,4.801273345947266,2.319812774658203
mps-uncap,0.4,11.95979118347168,4.780054092407227,2.298116683959961
