mode,load,0_densenet201-2,1_inception_v3-8,2_mobilenet_v3_small-2
mps-uncap,0.8,11.474847793579102,5.897283554077148,2.4307966232299805
mps-uncap,0.9,33.13851356506348,12.62521743774414,5.67173957824707
mps-uncap,1.0,104.01129722595215,39.28065299987793,10.658979415893555
mps-uncap,0.5,0.05841255187988281,0.38444995880126953,0.4146099090576172
mps-uncap,0.6,6.087779998779297,1.6617774963378906,0.7162094116210938
mps-uncap,0.7,6.4907073974609375,3.554105758666992,1.6422271728515625
mps-uncap,0.1,0.06461143493652344,0.05745887756347656,0.04839897155761719
mps-uncap,0.2,0.058650970458984375,0.051975250244140625,0.049591064453125
mps-uncap,0.3,0.051140785217285156,0.04506111145019531,0.047206878662109375
mps-uncap,0.4,0.04887580871582031,0.04601478576660156,0.4442930221557617
