mode,load,0_densenet201-2,1_inception_v3-8,2_mobilenet_v3_small-2
mps-uncap,0.8,16.995906829833984,8.161544799804688,4.122495651245117
mps-uncap,0.9,16.482830047607422,8.002519607543945,3.8709640502929688
mps-uncap,1.0,17.787933349609375,7.787466049194336,3.8454532623291016
mps-uncap,0.5,22.426843643188477,11.565685272216797,6.032705307006836
mps-uncap,0.6,21.067142486572266,10.044336318969727,5.431413650512695
mps-uncap,0.7,16.64257049560547,9.777545928955078,4.140377044677734
mps-uncap,0.1,32.77778625488281,14.084815979003906,7.112979888916016
mps-uncap,0.2,32.657623291015625,14.772415161132812,7.214546203613281
mps-uncap,0.3,22.8579044342041,14.351606369018555,7.332324981689453
mps-uncap,0.4,22.313833236694336,14.341115951538086,6.820917129516602
