mode,load,0_densenet201-2,1_inception_v3-8,2_mobilenet_v3_small-2
mps-uncap,0.8,96.88910007476807,51.560647487640345,19.257500171661377
mps-uncap,0.9,194.9638366699218,77.61775970458984,36.292467117309556
mps-uncap,1.0,373.5989856719971,223.19860935211182,62.266092300415025
mps-uncap,0.5,37.8801679611206,20.34838199615475,12.382984161376953
mps-uncap,0.6,54.90373611450209,19.7486662864685,9.562454223632805
mps-uncap,0.7,62.999725341796875,37.01224327087403,13.719091415405279
mps-uncap,0.1,36.02456569671631,16.60621166229248,8.907816410064704
mps-uncap,0.2,34.75190162658691,23.51618289947509,14.44891929626457
mps-uncap,0.3,42.50750064849867,20.66854476928709,13.690292835235589
mps-uncap,0.4,26.92401885986328,21.03631973266595,12.173707485198962
