mode,load,0_alexnet-8,1_densenet169-16,2_efficientnet_b5-8
mps-uncap,0.8,1.1379718780517578,16.934633255004883,15.087366104125977
mps-uncap,0.9,1.1615753173828125,17.197370529174805,15.153169631958008
mps-uncap,1.0,1.4424324035644531,23.2546329498291,21.506547927856445
mps-uncap,0.5,1.0564327239990234,16.820907592773438,15.167713165283203
mps-uncap,0.6,1.0554790496826172,17.069339752197266,14.858245849609375
mps-uncap,0.7,1.0497570037841797,17.004013061523438,15.065193176269531
mps-uncap,0.1,1.1544227600097656,17.457962036132812,15.420675277709961
mps-uncap,0.2,1.1544227600097656,16.92485809326172,15.375375747680664
mps-uncap,0.3,1.0962486267089844,16.92986488342285,15.281438827514648
mps-uncap,0.4,1.089334487915039,16.7999267578125,15.144109725952148
