mode,load,0_alexnet-8,1_densenet169-16,2_efficientnet_b5-8
mps-uncap,0.8,19.492840766906752,111.07301712036134,106.80174827575684
mps-uncap,0.9,140.64326286315926,3317.178893089295,155.77836036682146
mps-uncap,1.0,6489.961290359497,3134.8180294036865,6209.786772727966
mps-uncap,0.5,4.319310188293457,44.7753429412842,38.52815628051758
mps-uncap,0.6,6.117582321166996,53.674936294555664,43.136119842529304
mps-uncap,0.7,8.747839927673342,83.54768753051758,55.05335330963135
mps-uncap,0.1,2.769947052001953,31.40115737915039,29.266881942749027
mps-uncap,0.2,3.198385238647461,31.100749969482422,28.534626960754395
mps-uncap,0.3,3.851175308227539,32.00583457946777,29.735517501831055
mps-uncap,0.4,4.42814826965332,37.42907047271729,32.46903419494629
