mode,load,0_alexnet-8,1_densenet169-16,2_efficientnet_b5-8
mps-uncap,0.8,57.90233612060547,232.18512535095215,232.20562934875488
mps-uncap,0.9,233.7048053741455,3897.52197265625,349.57027435302734
mps-uncap,1.0,7315.922498703003,3509.3917846679688,6832.693099975586
mps-uncap,0.5,14.008045196533203,70.84131240844727,65.8724308013916
mps-uncap,0.6,16.19243621826172,147.60375022888184,134.13071632385254
mps-uncap,0.7,27.53734588623047,124.25065040588379,111.36794090270996
mps-uncap,0.1,4.42957878112793,36.73076629638672,27.39095687866211
mps-uncap,0.2,10.945796966552734,31.447172164916992,38.99788856506348
mps-uncap,0.3,10.40339469909668,62.75367736816406,37.80055046081543
mps-uncap,0.4,11.856555938720703,57.28745460510254,57.074785232543945
