mode,load,0_alexnet-8,1_densenet169-16,2_efficientnet_b5-8
mps-uncap,0.8,3.793416023254394,28.949937820434567,25.843496322631836
mps-uncap,0.9,3.6821365356445312,32.6259446144104,23.47482204437256
mps-uncap,1.0,3.779077529907228,28.407611846923828,25.828158855438232
mps-uncap,0.5,3.456382751464844,30.66459894180298,24.75788116455077
mps-uncap,0.6,3.94532680511475,32.13238716125488,22.59947538375855
mps-uncap,0.7,3.864967823028564,32.74675369262695,22.888219356536865
mps-uncap,0.1,3.694295883178711,32.227289676666274,35.85769176483154
mps-uncap,0.2,3.8186907768249556,31.20527267456055,28.49848508834839
mps-uncap,0.3,3.874719142913812,30.52870512008667,28.155646324157715
mps-uncap,0.4,4.18332338333131,29.286499023437504,27.28581428527832
