mode,load,0_alexnet-8,1_densenet169-16,2_efficientnet_b5-8
mps-uncap,0.8,3201.326724193017,480.6049930217888,288.6159784311509
mps-uncap,0.9,3595.7822152478584,546.4717858449873,318.2297178318416
mps-uncap,1.0,3474.2995999562017,588.4047262006269,326.4062694066372
mps-uncap,0.5,2003.5360826388617,293.5230463772134,177.75105443053937
mps-uncap,0.6,2401.239582775601,363.52493547921324,221.44162176508854
mps-uncap,0.7,2761.4134691833538,418.942450813828,247.18780947999005
mps-uncap,0.1,406.5640293697423,53.78222405165323,38.8288750132313
mps-uncap,0.2,804.5229342317906,113.65108404341686,68.8442001572622
mps-uncap,0.3,1209.2400630971608,181.81759364404724,101.62306698569957
mps-uncap,0.4,1627.5818629742687,251.76464235310286,138.55494219442227
