mode,load,0_alexnet-8,1_densenet169-16,2_efficientnet_b5-8
mps-uncap,0.8,1.9469261169433594,25.166988372802734,21.692991256713867
mps-uncap,0.9,2.0623207092285156,30.221104621887207,21.62957191467285
mps-uncap,1.0,2.1512508392333984,27.157902717590332,24.68550205230713
mps-uncap,0.5,1.6072988510131836,18.982768058776855,17.138004302978516
mps-uncap,0.6,1.7044544219970703,21.242618560791016,16.908645629882812
mps-uncap,0.7,1.7886161804199219,23.307085037231445,17.868399620056152
mps-uncap,0.1,1.8320083618164062,25.406599044799805,26.01003646850586
mps-uncap,0.2,1.767873764038086,19.837141036987305,17.714262008666992
mps-uncap,0.3,1.7752647399902344,19.089818000793457,17.51089096069336
mps-uncap,0.4,1.7528533935546875,19.229650497436523,16.953706741333008
