mode,load,0_alexnet-8,1_densenet169-16,2_efficientnet_b5-8
mps-uncap,0.8,5.463004112243652,45.20535469055176,41.3050651550293
mps-uncap,0.9,49.857139587402344,1964.016079902649,53.13587188720703
mps-uncap,1.0,3425.3933429718018,2448.9498138427734,3756.2456130981445
mps-uncap,0.5,1.9450187683105469,23.717403411865234,20.41769027709961
mps-uncap,0.6,2.379298210144043,27.195453643798828,20.53201198577881
mps-uncap,0.7,3.0417442321777344,33.139944076538086,24.017691612243652
mps-uncap,0.1,1.9202232360839844,28.23793888092041,26.571154594421387
mps-uncap,0.2,1.849532127380371,20.39933204650879,18.35811138153076
mps-uncap,0.3,1.9903182983398438,19.951462745666504,18.497943878173828
mps-uncap,0.4,2.051234245300293,21.913766860961914,18.157005310058594
