mode,load,0_alexnet-8,1_densenet169-16,2_efficientnet_b5-8
mps-uncap,0.8,2.7643918991088867,27.455568313598633,24.82619285583496
mps-uncap,0.9,2.8333663940429688,31.817221641540527,22.82567024230957
mps-uncap,1.0,2.985239028930664,27.81081199645996,25.33423900604248
mps-uncap,0.5,2.3899316787719727,26.530981063842777,21.646165847778317
mps-uncap,0.6,2.6266336441040044,28.3052921295166,20.43023109436035
mps-uncap,0.7,2.673339843750001,30.03191947937012,21.393799781799316
mps-uncap,0.1,2.44903564453125,30.753254890441895,28.47893238067627
mps-uncap,0.2,2.3633241653442383,29.703617095947266,26.88884735107422
mps-uncap,0.3,2.5572776794433594,23.474574089050293,22.85475730895996
mps-uncap,0.4,2.62451171875,24.92318153381348,19.819259643554688
