mode,load,0_densenet161-32,1_vgg13-4,2_vgg16-32
mps-uncap,0.8,154.86342841157213,196.54683726657743,1002.9335009470285
mps-uncap,0.9,149.24237947678816,225.02049244894053,1154.397994407667
mps-uncap,1.0,164.28160824866075,249.51618412299774,1133.7491031467134
mps-uncap,0.5,90.12516131153001,121.6128234308925,650.1885103625158
mps-uncap,0.6,122.7764435951671,148.92217089458052,787.8256307836349
mps-uncap,0.7,121.27262402108218,173.01333440829382,890.5868669927191
mps-uncap,0.1,16.657551705628123,23.812528844239512,117.84390441957271
mps-uncap,0.2,29.879186045315706,51.383482590844935,263.7506690929283
mps-uncap,0.3,48.46380732637431,74.82813844301427,386.58590024788583
mps-uncap,0.4,72.01580928935621,97.89161214439535,485.78696318756124
