mode,load,0_resnet18-2,1_resnet18-2,2_resnet18-2,3_resnet18-2
mig,0.1,109.46671066770737,110.22771904212891,111.95707822280353,64.64896222688793
mig,0.2,226.18466931494928,223.25190379290163,219.24854314674752,125.77128183641894
mig,0.3,338.64678828243694,329.08976625559643,323.20930005073893,188.8822885019063
mig,0.4,441.4194541055991,435.23418815382877,430.7917283606495,251.68609278719333
mig,0.5,555.8573159900599,544.9151268841288,541.6383086354348,309.6629272374778
mig,0.6,681.0902955477634,660.8030543314953,657.3177468651795,377.3475647262949
mig,0.7,759.9875861115629,770.5540580981922,770.8073274675379,442.29114396301406
mig,0.8,875.885755791477,864.1832931998582,891.8655682067877,510.9206731452307
mig,0.9,1015.7964674681731,954.8016822772421,983.110051351818,569.8961702672998
mig,1.0,1097.8828720423433,1088.1556713053196,1089.6233329713868,631.1848566771009
