mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-8,3_resnet101-32
mps-uncap,1.0,18.899106979370114,18.697643280029297,18.25876235961914,41.36538505554199
