mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-8,3_resnet101-32
mps-uncap,1.0,10.205268859863281,5.834102630615234,5.250215530395508,29.021263122558594
