mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-8,3_resnet101-32
mps-uncap,1.0,14.981865882873535,14.882802963256836,14.306068420410156,38.48385810852051
