mode,load,0_densenet121-2,1_mobilenet_v3_small-8,2_vgg11-2
mps-uncap,0.8,130.0063133239746,30.640602111816406,19.482135772705078
mps-uncap,0.9,161.88836097717285,40.15159606933594,33.6918830871582
mps-uncap,1.0,4064.236879348755,101.1192798614502,85.88933944702148
mps-uncap,0.5,49.755096435546875,22.713422775268555,12.459993362426758
mps-uncap,0.6,59.8294734954834,22.959470748901367,14.664649963378906
mps-uncap,0.7,83.70018005371094,23.55170249938965,17.259597778320312
mps-uncap,0.1,49.87359046936035,21.368026733398438,3.8568973541259766
mps-uncap,0.2,51.40256881713867,31.7537784576416,5.447626113891602
mps-uncap,0.3,44.96598243713379,27.686357498168945,7.292509078979492
mps-uncap,0.4,42.67549514770508,25.707244873046875,8.624553680419922
