mode,load,0_densenet121-2,1_mobilenet_v3_small-8,2_vgg11-2
mps-uncap,0.8,205.66691422061416,2238.8829165634465,873.4905223024114
mps-uncap,0.9,222.35910547968257,2482.6175490436517,991.9445982546723
mps-uncap,1.0,234.5574665114952,2843.8310257021226,1102.0086596489464
mps-uncap,0.5,124.66448059517221,1404.1476232665939,553.8685599224904
mps-uncap,0.6,149.1963155914744,1652.732345154696,661.6382287259247
mps-uncap,0.7,172.13381151312166,1972.8295660892468,769.6078452700139
mps-uncap,0.1,23.434933581185742,283.24961635765715,111.44687189709508
mps-uncap,0.2,51.500819206480045,578.8575202739495,224.81578114435925
mps-uncap,0.3,71.21944048520822,847.7369891859935,338.4027084423269
mps-uncap,0.4,101.493582480915,1156.9114125726471,456.118953166079
