mode,load,0_densenet121-2,1_mobilenet_v3_small-8,2_vgg11-2
mps-uncap,0.8,46.86512947082519,11.155366897583008,6.492853164672852
mps-uncap,0.9,60.99340915679931,19.001102447509773,11.808514595031738
mps-uncap,1.0,3667.580032348633,43.12276840209961,34.35444831848144
mps-uncap,0.5,20.056653022766117,8.348274230957033,3.5057544708251953
mps-uncap,0.6,22.408413887023926,7.616710662841796,4.200410842895509
mps-uncap,0.7,27.170658111572266,8.269691467285158,4.866147041320802
mps-uncap,0.1,23.15831184387207,8.834481239318848,1.8888711929321291
mps-uncap,0.2,22.678875923156745,11.058187484741211,2.424001693725586
mps-uncap,0.3,22.04413414001465,11.158347129821777,2.619934082031251
mps-uncap,0.4,19.967460632324208,9.793996810913086,3.0566692352294926
