mode,load,0_densenet201-32,1_mobilenet_v2-32,2_mobilenet_v3_large-16,3_resnet34-4
mps-uncap,1.0,0.0007152557373046875,0.0007152557373046875,0.009059906005859375,0.000476837158203125
