mode,load,0_resnet152-16,1_resnet152-16,2_resnet152-16,3_resnet152-16
mig,0.1,50.29010772705078,50.65274238586426,50.76134204864502,98.6936092376709
mig,0.2,50.531864166259766,50.737857818603516,50.84371566772461,98.99258613586426
mig,0.3,50.586700439453125,50.91381072998047,50.849318504333496,98.85811805725098
mig,0.4,50.82201957702637,51.520705223083496,51.309823989868164,100.94046592712402
mig,0.5,66.95961952209473,58.15458297729492,69.45347785949707,127.68054008483887
mig,0.6,62.03114986419678,76.99704170227051,74.61094856262207,162.7054214477539
mig,0.7,113.66856098175049,110.90278625488281,105.47769069671631,234.81476306915283
mig,0.8,276.2867212295532,174.49533939361572,156.80718421936035,476.40955448150635
mig,0.9,874.5632171630859,1727.473497390747,386.2931728363037,1225.7342338562012
mig,1.0,215.24596214294434,257.335901260376,305.7243824005127,1219.6378707885742
