mode,load,0_resnet152-16,1_resnet152-16,2_resnet152-16,3_resnet152-16
mig,0.1,35.16676401120163,36.04533682278481,33.78156293102575,18.823943201717068
mig,0.2,69.75643869257458,73.49698837554878,68.98696154817685,37.43644708101311
mig,0.3,107.73955999849488,95.85604986017103,97.76461373355949,52.07561480978041
mig,0.4,131.5286379568177,135.95486960460215,140.983619282733,74.885983812927
mig,0.5,182.33340093243154,174.40965040367595,171.06841306673184,97.64050638985469
mig,0.6,192.81194690380082,203.52728291563577,215.32983725653074,104.53348190155185
mig,0.7,252.56408194624603,244.83007972038368,241.92682773036398,130.7606983597845
mig,0.8,282.2332210555101,278.469909120106,276.07071352453806,149.05874542628527
mig,0.9,310.9444725697077,310.7535745866774,304.15421379283544,155.23015938349363
mig,1.0,334.98358023924675,336.72062294756967,340.4250803736772,177.63589389232484
