mode,load,0_resnet152-16,1_resnet152-16,2_resnet152-16,3_resnet152-16
mig,0.1,50.675153732299805,51.34377479553223,51.252174377441406,99.58064556121826
mig,0.2,51.451683044433594,51.4185905456543,51.61080360412598,99.3844747543335
mig,0.3,51.41868591308594,51.48921012878418,51.37643814086914,99.38836097717285
mig,0.4,51.386404037475586,51.1991024017334,51.58829689025879,99.29285049438477
mig,0.5,50.94408988952637,51.253437995910645,51.31258964538574,99.41296577453613
mig,0.6,51.137709617614746,51.29432678222656,51.46799087524415,99.79581832885742
mig,0.7,51.51350498199463,51.71685218811035,51.85096263885498,100.3147840499878
mig,0.8,51.8345832824707,52.0740270614624,52.268409729003906,100.9817123413086
mig,0.9,51.94902420043945,52.17885971069336,52.21214294433594,101.20809078216553
mig,1.0,45.206665992736816,45.48153877258301,45.502424240112305,88.43579292297363
