mode,load,0_densenet201-4,1_inception_v3-4,2_squeezenet1_0-2
mps-uncap,0.6,23.025283813476566,10.18489122390747,2.7543258666992214
mig,0.6,22.366821765899658,10.147368907928461,2.4091672897338854
mps-uncap,0.7,22.660665512084957,9.912872314453127,2.632780075073242
mig,0.7,22.33843803405761,9.844779968261719,2.290859222412109
mps-uncap,0.8,22.79672384262085,9.864089488983154,2.7314949035644536
mig,0.8,21.98234558105467,9.708642959594727,2.1998786926269513
mps-uncap,0.9,22.74434566497803,9.668173789978026,2.8100013732910156
mig,0.9,22.40087032318114,9.477405548095703,2.202272415161133
mps-uncap,1.0,22.36940860748291,9.36800241470337,2.90367603302002
mig,1.0,22.725820541381836,9.278972148895257,2.2155380249023438
mps-uncap,1.1,22.156324386596683,9.747791290283203,2.9148769378662105
mig,1.1,21.893429756164554,9.424338340759277,2.2263526916503906
mps-uncap,1.2,22.252609729766842,9.315490722656248,2.936840057373047
mig,1.2,22.032480239868157,9.417185783386229,2.2187232971191406
mps-uncap,1.3,22.268016338348364,9.677374362945558,2.3856115341186515
mig,1.3,21.93567276000976,9.3374228477478,2.236428260803223
