mode,load,0_densenet201-4,1_inception_v3-4,2_squeezenet1_0-2
mps-uncap,0.6,21.362900733947754,9.031534194946289,1.8460750579833984
mig,0.6,20.78711986541748,8.738517761230469,1.8200874328613281
mps-uncap,0.7,21.078824996948242,8.927583694458008,1.8630027770996094
mig,0.7,20.81608772277832,8.948564529418945,1.8353462219238281
mps-uncap,0.8,21.370887756347656,9.051799774169922,1.8854141235351562
mig,0.8,20.95341682434082,8.94927978515625,1.8379688262939453
mps-uncap,0.9,21.573543548583984,8.930206298828125,1.8830299377441406
mig,0.9,21.1944580078125,8.884191513061523,1.847982406616211
mps-uncap,1.0,21.2705135345459,8.924007415771484,1.8985271453857422
mig,1.0,21.259784698486328,8.80122184753418,1.8303394317626953
mps-uncap,1.1,20.98703384399414,9.026050567626953,1.9061565399169922
mig,1.1,20.795345306396484,8.944988250732422,1.8703937530517578
mps-uncap,1.2,21.166324615478516,8.869409561157227,1.86920166015625
mig,1.2,20.99299430847168,8.92949104309082,1.8312931060791016
mps-uncap,1.3,21.091938018798828,8.868932723999023,1.8544197082519531
mig,1.3,20.818471908569336,8.758783340454102,1.814126968383789
