mode,load,0_densenet201-4,1_inception_v3-4,2_squeezenet1_0-2
mps-uncap,0.6,0.01430511474609375,0.012874603271484375,0.010728836059570312
mig,0.6,0.01430511474609375,0.012159347534179688,0.011205673217773438
mps-uncap,0.7,0.014543533325195312,0.011920928955078125,0.010967254638671875
mig,0.7,0.01430511474609375,0.012636184692382812,0.011682510375976562
mps-uncap,0.8,0.015497207641601562,0.012159347534179688,0.011682510375976562
mig,0.8,0.01239776611328125,0.01430511474609375,0.011444091796875
mps-uncap,0.9,0.014781951904296875,0.012636184692382812,0.011444091796875
mig,0.9,0.015020370483398438,0.014543533325195312,0.011444091796875
mps-uncap,1.0,0.015735626220703125,0.01430511474609375,0.014543533325195312
mig,1.0,0.015974044799804688,0.01430511474609375,0.0133514404296875
mps-uncap,1.1,0.018835067749023438,0.0152587890625,0.014066696166992188
mig,1.1,0.019311904907226562,0.015974044799804688,0.01430511474609375
mps-uncap,1.2,0.019073486328125,0.017404556274414062,0.014066696166992188
mig,1.2,0.018358230590820312,0.015497207641601562,0.013828277587890625
mps-uncap,1.3,0.029087066650390625,0.01621246337890625,0.014066696166992188
mig,1.3,0.030517578125,0.015735626220703125,0.014066696166992188
