mode,load,0_densenet201-4,1_inception_v3-4,2_squeezenet1_0-2
mps-uncap,0.6,22.0550537109375,9.483122825622559,2.1278858184814453
mig,0.6,21.43681049346924,9.201908111572266,2.012014389038086
mps-uncap,0.7,21.58966064453125,9.279489517211914,2.1507740020751953
mig,0.7,21.329879760742188,9.242534637451172,1.9969940185546875
mps-uncap,0.8,21.71328067779541,9.377098083496094,2.2199153900146484
mig,0.8,21.27056121826172,9.153008460998535,1.983642578125
mps-uncap,0.9,21.788716316223145,9.26213264465332,2.2826194763183594
mig,0.9,21.429729461669922,9.031820297241211,1.9617080688476562
mps-uncap,1.0,21.562910079956055,9.060144424438477,2.382040023803711
mig,1.0,21.43096923828125,8.913731575012207,1.9376277923583984
mps-uncap,1.1,21.199774742126465,9.33833122253418,2.382230758666993
mig,1.1,20.97916603088379,9.051060676574707,1.962423324584961
mps-uncap,1.2,21.488380432128906,9.015560150146484,2.4085044860839844
mig,1.2,21.282410621643066,9.040451049804688,1.9390583038330078
mps-uncap,1.3,21.486592292785645,9.28640365600586,1.9643306732177734
mig,1.3,21.094799041748047,8.916616439819336,1.9283294677734375
