mode,load,0_densenet201-4,1_inception_v3-4,2_squeezenet1_0-2
mps-uncap,0.6,20.76101303100586,8.675813674926758,1.7557144165039062
mig,0.6,20.46346664428711,8.455276489257812,1.7457008361816406
mps-uncap,0.7,20.75648307800293,8.702993392944336,1.7733573913574219
mig,0.7,20.39623260498047,8.697509765625,1.7633438110351562
mps-uncap,0.8,20.73216438293457,8.721351623535156,1.794576644897461
mig,0.8,20.400524139404297,8.680105209350586,1.7621517181396484
mps-uncap,0.9,21.119117736816406,8.606910705566406,1.7933845520019531
mig,0.9,20.54762840270996,8.631467819213867,1.7650127410888672
mps-uncap,1.0,20.90167999267578,8.913278579711914,1.874685287475586
mig,1.0,21.04043960571289,8.542776107788086,1.7561912536621094
mps-uncap,1.1,21.37017250061035,9.039163589477539,1.8470287322998047
mig,1.1,21.1184024810791,8.75997543334961,1.8801689147949219
mps-uncap,1.2,21.666526794433594,9.021997451782227,1.8525123596191406
mig,1.2,21.503925323486328,9.028196334838867,1.8646717071533203
mps-uncap,1.3,21.96669578552246,8.940458297729492,1.871347427368164
mig,1.3,21.303415298461914,8.774280548095703,1.8496513366699219
