mode,load,0_densenet201-4,1_inception_v3-4,2_squeezenet1_0-2
mps-uncap,0.6,9.470105171203613,3.6946535110473633,0.90789794921875
mig,0.6,6.517291069030762,3.6170482635498047,0.7877349853515625
mps-uncap,0.7,14.748334884643555,7.136344909667969,1.7087459564208984
mig,0.7,13.522624969482422,6.926774978637695,1.4903545379638672
mps-uncap,0.8,35.49385070800781,14.153122901916504,3.8814544677734375
mig,0.8,23.800373077392578,12.681365013122559,2.2646188735961914
mps-uncap,0.9,95.31629085540771,24.286746978759766,43.48564147949219
mig,0.9,69.24176216125488,34.017324447631836,7.530570030212402
mps-uncap,1.0,175.4457950592041,592.5369262695312,3043.0519580841064
mig,1.0,397.8736400604248,186.48064136505127,308.49456787109375
mps-uncap,1.1,3517.597436904907,5278.736591339111,7063.469648361206
mig,1.1,4370.511054992676,4699.210166931152,4776.298761367798
mps-uncap,1.2,7367.573618888855,6786.028146743774,9380.747556686401
mig,1.2,9543.86556148529,6976.903915405273,7151.381492614746
mps-uncap,1.3,10616.16325378418,10462.852001190186,11313.33315372467
mig,1.3,10297.080278396606,10628.013014793396,9932.804107666016
