mode,load,0_densenet201-4,1_inception_v3-4,2_squeezenet1_0-2
mps-uncap,0.6,51.938772201538164,19.592714309692393,4.15029525756836
mig,0.6,43.98047924041748,19.50788497924805,3.742599487304688
mps-uncap,0.7,66.9060230255127,32.39827156066893,7.1010589599609375
mig,0.7,59.633731842041016,27.315235137939464,6.147766113281251
mps-uncap,0.8,149.43346977233887,49.14653301239013,14.05844688415528
mig,0.8,92.22922325134277,46.506404876708984,9.060549736022951
mps-uncap,0.9,326.2101411819458,76.72891616821292,115.25282859802249
mig,0.9,273.5077381134033,123.12369346618665,28.125381469726566
mps-uncap,1.0,513.7759685516357,1372.241735458374,6205.867052078247
mig,1.0,1372.7431297302246,501.05223655700684,403.5669803619385
mps-uncap,1.1,6158.93440246582,9021.901416778564,13191.5536403656
mig,1.1,6812.423229217529,9268.490672111511,8441.228675842285
mps-uncap,1.2,13644.24331188202,12646.73900604248,17752.898168563846
mig,1.2,15045.136785507202,12556.273078918457,12400.48794746399
mps-uncap,1.3,18593.385791778564,19313.931941986084,20330.70068359375
mig,1.3,18350.57110786438,19348.410606384277,17446.32692337036
