mode,load,0_densenet201-4,1_inception_v3-4,2_squeezenet1_0-2
mps-uncap,0.6,20.669937133789062,8.66079330444336,1.7299652099609375
mig,0.6,20.272254943847656,8.440494537353516,1.714468002319336
mps-uncap,0.7,20.368576049804688,8.512020111083984,1.7375946044921875
mig,0.7,20.140886306762695,8.65483283996582,1.7390251159667969
mps-uncap,0.8,20.691871643066406,8.697748184204102,1.752614974975586
mig,0.8,20.26963233947754,8.561134338378906,1.7344951629638672
mps-uncap,0.9,20.858287811279297,8.529424667358398,1.7480850219726562
mig,0.9,20.498275756835938,8.547544479370117,1.7313957214355469
mps-uncap,1.0,20.52164077758789,8.564472198486328,1.7507076263427734
mig,1.0,20.517587661743164,8.47625732421875,1.7135143280029297
mps-uncap,1.1,20.258188247680664,8.63337516784668,1.7464160919189453
mig,1.1,20.093441009521484,8.59975814819336,1.7561912536621094
mps-uncap,1.2,20.369529724121094,8.495092391967773,1.7142295837402344
mig,1.2,20.25151252746582,8.596181869506836,1.7139911651611328
mps-uncap,1.3,20.410537719726562,8.505821228027344,1.7359256744384766
mig,1.3,20.212888717651367,8.466482162475586,1.708984375
