mode,load,0_densenet201-4,1_inception_v3-4,2_squeezenet1_0-2
mps-uncap,0.6,181.17237091064453,83.47773551940918,17.374038696289062
mig,0.6,127.16484069824219,81.4969539642334,22.55725860595703
mps-uncap,0.7,207.66353607177734,116.36662483215332,30.85160255432129
mig,0.7,294.10386085510254,88.80972862243652,24.099111557006836
mps-uncap,0.8,445.81055641174316,155.1978588104248,61.02347373962402
mig,0.8,255.54251670837402,159.52730178833008,37.48035430908203
mps-uncap,0.9,614.7897243499756,224.29251670837402,201.16686820983887
mig,0.9,682.642936706543,252.85601615905762,64.07546997070312
mps-uncap,1.0,1067.007064819336,1622.232437133789,6995.563268661499
mig,1.0,2037.9016399383545,694.7836875915527,527.3668766021729
mps-uncap,1.1,6988.930225372314,9969.541788101196,14841.485023498535
mig,1.1,7254.593849182129,10081.444025039673,9338.671684265137
mps-uncap,1.2,15050.968170166016,13994.714260101318,19777.004718780518
mig,1.2,16738.080739974976,13938.236713409424,13801.46598815918
mps-uncap,1.3,20728.875398635864,21663.84267807007,22573.963403701782
mig,1.3,20317.702054977417,21397.18270301819,19336.832284927368
