mode,load,0_densenet201-4,1_inception_v3-4,2_squeezenet1_0-2
mps-uncap,0.6,30.732154846191406,12.652277946472168,2.797842025756836
mig,0.6,27.18174457550049,12.317895889282227,2.624988555908203
mps-uncap,0.7,35.82358360290527,16.04318618774414,3.6127567291259766
mig,0.7,34.236907958984375,15.850067138671875,3.326416015625
mps-uncap,0.8,56.88273906707764,23.2546329498291,5.8383941650390625
mig,0.8,44.670820236206055,21.60060405731201,4.113912582397461
mps-uncap,0.9,116.81437492370605,33.3249568939209,45.42875289916992
mig,0.9,90.40498733520508,42.88887977600098,9.401321411132812
mps-uncap,1.0,196.66051864624023,601.3952493667603,3045.1464653015137
mig,1.0,419.10576820373535,195.20342350006104,310.3463649749756
mps-uncap,1.1,3538.5563373565674,5287.765741348267,7065.386772155762
mig,1.1,4391.314506530762,4708.0806493759155,4778.1713008880615
mps-uncap,1.2,7388.833284378052,6794.8431968688965,9382.601499557495
mig,1.2,9565.109372138977,6985.828399658203,7153.235673904419
mps-uncap,1.3,10637.336730957031,10471.523880958557,11315.285205841064
mig,1.3,10318.111181259155,10636.640548706055,9934.586524963379
