mode,load,0_squeezenet1_0-16,1_squeezenet1_0-16
mig,0.1,14.919042587280273,13.409852981567383
mig,0.2,21.552085876464844,14.900684356689453
mig,0.3,13.472557067871094,15.363216400146484
mig,0.4,12.379169464111328,11.36469841003418
mig,0.5,19.26732063293457,12.316465377807617
mig,0.6,20.325660705566406,21.192550659179688
mig,0.7,17.25912094116211,10.667085647583008
mig,0.8,21.561145782470703,21.828174591064453
mig,0.9,17.952680587768555,15.281200408935547
mig,1.0,17.006635665893555,21.678924560546875
