mode,load,0_squeezenet1_0-16,1_squeezenet1_0-16
mig,0.1,0.029087066650390625,0.030279159545898438
mig,0.2,0.0286102294921875,0.0286102294921875
mig,0.3,0.0286102294921875,0.027418136596679688
mig,0.4,0.164031982421875,0.028371810913085938
mig,0.5,2.350330352783203,2.327442169189453
mig,0.6,4.650712013244629,4.257440567016602
mig,0.7,7.865548133850098,7.975339889526367
mig,0.8,24.40035343170166,20.33066749572754
mig,0.9,876.8421411514282,1174.3987798690796
mig,1.0,3504.9253702163696,3007.8550577163696
