mode,load,0_densenet121-4,1_mobilenet_v2-32,2_mobilenet_v2-4,3_vgg13-32
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
