mode,load,0_resnet18-32,1_resnet34-2,2_vgg13-4
mps-uncap,0.8,3141.7677548916736,180.31308278977818,663.5213156906138
mps-uncap,0.9,3548.914356515736,201.49618773916157,771.4670104426768
mps-uncap,1.0,3442.6517825671594,228.0029262479331,790.8971616462617
mps-uncap,0.5,1888.9261330810214,115.24071809936613,423.3585392981495
mps-uncap,0.6,2371.953603337463,139.86960815269154,506.0264379025324
mps-uncap,0.7,2845.838688177688,156.67213852672478,597.2750235720043
mps-uncap,0.1,399.4074371177105,23.309422444483108,89.40839158014357
mps-uncap,0.2,774.4938260053428,44.52748777167021,165.2407378120701
mps-uncap,0.3,1214.7907747164008,67.32878947045306,244.8160097396636
mps-uncap,0.4,1551.0193193874309,92.50058603452672,334.2209170898783
