mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8,2_mobilenet_v3_large-8,3_mobilenet_v3_large-8
mig,0.1,1.236271858215329,2.8281211853027344,2.810239791870117,0.1540660858154317
mig,0.2,4.8340559005737305,5.931735038757322,6.042599678039551,4.006338119506847
mig,0.3,6.818580627441405,6.736493110656738,7.139730453491214,6.337761878967286
mig,0.4,6.802177429199217,6.978034973144532,6.989693641662599,7.779169082641601
mig,0.5,7.099151611328125,7.212162017822266,6.944060325622559,11.287927627563477
mig,0.6,8.211612701416016,8.047986030578613,8.446931838989258,14.43901062011719
mig,0.7,11.558294296264648,11.663603782653809,12.379455566406268,23.72977733612061
mig,0.8,18.73159408569336,16.96128845214844,16.689157485961918,38.418769836425774
mig,0.9,34.93266105651857,38.06457519531251,30.903673171997074,65.80276489257814
mig,1.0,147.67632484436035,304.19468879699707,138.09614181518555,383.5478305816651
