mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8,2_mobilenet_v3_large-8,3_mobilenet_v3_large-8
mig,0.1,3.9682388305664062,6.712675094604492,6.682276725769043,7.488250732421875
mig,0.2,6.043672561645508,6.7234039306640625,6.860613822937012,7.483005523681641
mig,0.3,4.892110824584961,5.751132965087891,6.162405014038086,7.476329803466797
mig,0.4,4.652976989746094,4.628658294677734,4.652976989746094,7.45391845703125
mig,0.5,3.9325952529907227,4.00853157043457,4.023313522338867,7.437229156494141
mig,0.6,3.9234161376953125,3.9997100830078125,4.008054733276367,7.430553436279297
mig,0.7,3.920316696166992,3.9968490600585938,4.006624221801758,7.428646087646484
mig,0.8,3.9229393005371094,3.989696502685547,4.001855850219727,7.429838180541992
mig,0.9,3.9205551147460938,3.9925575256347656,4.001855850219727,7.431745529174805
mig,1.0,3.9215087890625,3.99017333984375,4.003047943115234,7.433652877807617
