mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8,2_mobilenet_v3_large-8,3_mobilenet_v3_large-8
mig,0.1,8.341312408447266,8.159160614013672,8.310317993164062,8.159637451171875
mig,0.2,8.364439010620117,8.297204971313477,8.517265319824219,8.347034454345703
mig,0.3,8.29315185546875,9.162664413452148,8.15129280090332,9.018898010253906
mig,0.4,8.402347564697266,8.842706680297852,8.798360824584961,8.525371551513672
mig,0.5,7.328033447265625,7.19141960144043,8.152961730957031,7.911443710327148
mig,0.6,6.853818893432617,6.888389587402344,6.7729949951171875,7.653236389160156
mig,0.7,6.140708923339844,6.223201751708984,6.28972053527832,7.677555084228516
mig,0.8,5.471944808959961,5.952596664428711,4.970788955688477,7.6751708984375
mig,0.9,4.616975784301758,4.8675537109375,4.672765731811523,7.679939270019531
mig,1.0,4.534244537353516,4.603385925292969,4.772424697875977,7.685184478759766
