mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8,2_mobilenet_v3_large-8,3_mobilenet_v3_large-8
mig,0.1,3.919839859008789,3.9920806884765625,4.004001617431641,7.43556022644043
mig,0.2,3.916501998901367,3.9904117584228516,4.001379013061523,7.435083389282227
mig,0.3,3.9167404174804688,3.984212875366211,4.007101058959961,7.432460784912109
mig,0.4,3.918170928955078,3.988504409790039,4.00233268737793,7.426023483276367
mig,0.5,3.917694091796875,3.991842269897461,4.001379013061523,7.423162460327148
mig,0.6,3.918170928955078,3.9887428283691406,4.0035247802734375,7.415771484375
mig,0.7,3.9136409759521484,3.991842269897461,4.004240036010742,7.418632507324219
mig,0.8,3.920316696166992,3.9861202239990234,4.000425338745117,7.422208786010742
mig,0.9,3.919363021850586,3.988981246948242,4.001617431640625,7.419586181640625
mig,1.0,3.922700881958008,3.994464874267578,4.007577896118164,7.442474365234375
