mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8,2_mobilenet_v3_large-8,3_mobilenet_v3_large-8
mig,0.1,6.354181766510017,8.119525909423801,7.801997661590596,7.267789840698238
mig,0.2,12.016892433166506,12.144498825073205,14.745111465454086,11.566438674926756
mig,0.3,15.803861618042001,16.60293102264404,16.04702472686767,13.490054607391357
mig,0.4,15.396289825439453,15.108208656311017,15.905265808105494,17.848324775695758
mig,0.5,14.19910192489625,15.202140808105478,14.946556091308562,24.509019851684574
mig,0.6,17.453813552856438,16.180024147033688,18.668413162231445,31.834640502929695
mig,0.7,24.72794055938719,23.261098861694403,27.03242063522339,50.22887945175174
mig,0.8,35.49112319946289,30.773882865905684,32.123720645904534,94.55002784728997
mig,0.9,77.16671466827393,78.28232288360596,50.41743278503418,114.65611457824713
mig,1.0,219.15293693542455,354.9976825714112,172.06978797912598,490.83089351654047
