mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8,2_mobilenet_v3_large-8,3_mobilenet_v3_large-8
mig,0.1,18.355846405029297,27.637720108032227,20.69091796875,20.601511001586914
mig,0.2,24.972200393676758,24.81245994567871,31.85129165649414,29.711246490478516
mig,0.3,34.07549858093262,31.0666561126709,33.07390213012695,32.138824462890625
mig,0.4,32.45043754577637,32.746076583862305,31.64196014404297,42.443037033081055
mig,0.5,26.724576950073242,32.071590423583984,33.69021415710449,50.435543060302734
mig,0.6,35.1862907409668,32.012224197387695,35.146236419677734,66.2834644317627
mig,0.7,46.52285575866699,47.57499694824219,52.79207229614258,80.76119422912598
mig,0.8,57.5709342956543,49.97062683105469,61.55848503112793,168.83420944213867
mig,0.9,103.63149642944336,109.82489585876465,67.08765029907227,155.9596061706543
mig,1.0,254.52756881713867,395.23887634277344,191.80822372436523,550.9672164916992
