mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8,2_mobilenet_v3_large-8,3_mobilenet_v3_large-8
mig,0.1,3.904581069946289,3.9741992950439453,3.9854049682617188,7.411479949951172
mig,0.2,3.8995742797851562,3.9758682250976562,3.988027572631836,7.40814208984375
mig,0.3,3.901243209838867,3.972291946411133,3.99017333984375,7.414579391479492
mig,0.4,3.9014816284179688,3.9734840393066406,3.9887428283691406,7.40504264831543
mig,0.5,3.8995742797851562,3.976106643676758,3.9854049682617188,7.397651672363281
mig,0.6,3.900289535522461,3.9751529693603516,3.9839744567871094,7.3947906494140625
mig,0.7,3.8993358612060547,3.9756298065185547,3.9856433868408203,7.400989532470703
mig,0.8,3.902912139892578,3.968477249145508,3.9811134338378906,7.405996322631836
mig,0.9,3.9021968841552734,3.974437713623047,3.983020782470703,7.405281066894531
mig,1.0,3.902912139892578,3.972768783569336,3.983020782470703,7.408857345581055
