mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8,2_mobilenet_v3_large-8,3_mobilenet_v3_large-8
mig,0.1,11.795997619628906,22.064924240112305,14.167308807373047,13.15927505493164
mig,0.2,19.00959014892578,17.66800880432129,27.068138122558594,22.276878356933594
mig,0.3,29.680967330932617,26.457548141479492,28.590679168701172,24.704933166503906
mig,0.4,28.538227081298828,28.1064510345459,27.646303176879883,35.01176834106445
mig,0.5,22.80712127685547,28.065204620361328,29.17194366455078,42.99616813659668
mig,0.6,31.26811981201172,28.01990509033203,31.141281127929688,58.8529109954834
mig,0.7,42.60897636413574,43.54095458984375,48.787593841552734,73.32086563110352
mig,0.8,53.6496639251709,45.98188400268555,57.563066482543945,161.32640838623047
mig,0.9,99.70927238464355,105.82590103149414,63.088178634643555,148.5309600830078
mig,1.0,250.60296058654785,391.25704765319824,187.69145011901855,543.412446975708
