mode,load,0_densenet169-32,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,167.65236854553223,275.4828929901123,78.32813262939453
mps-uncap,0.9,474.33972358703613,652.6470184326172,85.52670478820801
mps-uncap,1.0,1260.9636783599854,1022.7389335632324,449.4476318359375
mps-uncap,0.5,96.38452529907227,78.2780647277832,27.680635452270508
mps-uncap,0.6,155.98249435424805,114.58611488342285,38.96498680114746
mps-uncap,0.7,337.207555770874,126.16610527038574,44.20304298400879
mps-uncap,0.1,22.867202758789062,23.46014976501465,9.005546569824219
mps-uncap,0.2,23.660659790039062,36.38482093811035,20.936965942382812
mps-uncap,0.3,55.55438995361328,38.680315017700195,19.188642501831055
mps-uncap,0.4,68.81189346313477,65.38152694702148,28.85127067565918
