mode,load,0_densenet169-32,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,200.8662223815918,301.3336658477783,83.77933502197266
mps-uncap,0.9,507.77745246887207,680.6395053863525,92.48042106628418
mps-uncap,1.0,1297.1045970916748,1048.8359928131104,457.3233127593994
mps-uncap,0.5,119.16160583496094,105.54981231689453,35.971641540527344
mps-uncap,0.6,188.94529342651367,131.46352767944336,44.17729377746582
mps-uncap,0.7,372.1489906311035,151.289701461792,50.15397071838379
mps-uncap,0.1,44.14629936218262,46.14400863647461,15.445947647094727
mps-uncap,0.2,52.54101753234863,52.88958549499512,27.50253677368164
mps-uncap,0.3,87.70942687988281,59.51571464538574,27.058839797973633
mps-uncap,0.4,91.28522872924805,91.65525436401367,33.90002250671387
