mode,load,0_densenet169-32,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,148.1764817237856,164.4959068298342,59.62829589843744
mps-uncap,0.9,444.90318775177,590.8398389816282,71.69627666473387
mps-uncap,1.0,1191.8558239936829,972.9772901535035,407.3662757873536
mps-uncap,0.5,86.79634332656858,61.97381019592265,21.84957981109611
mps-uncap,0.6,122.63614654541013,90.30005931854251,23.68128299713136
mps-uncap,0.7,216.64162874221878,111.71494007110596,33.31690788269043
mps-uncap,0.1,43.10290575027466,44.65939521789552,13.435125350952148
mps-uncap,0.2,44.18211936950681,45.22763252258302,17.077379226684545
mps-uncap,0.3,61.97330474853515,43.56425046920776,19.460923671722416
mps-uncap,0.4,75.8870315551758,49.56844806671138,21.12281322479248
